Emissor;CNPJ;Número de emissão;Serie;Codigo;Setor;Agente Fiduciário;Líder;Banco Mandatário;Incentivada|Lei 12.431;Volume;Data de emissão;Vencimento/Repactuação;Referência|NTN-B;Remuneração;Amortização;Espécie;Tipo de Debênture;Índice de correção
Cemig Distribuição SA;6981180000116;7;2;CMGD27;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Sim;1500000000;2019-06-15;2026-06-15;2026-08-15;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2019;2 Parcelas: 50% em 15-jun-2025 e 50% em 15-jun-2026;Quirografária;IPCA Spread;IPCA + 4,10%
Cemig Geração e Transm SA;6981176000158;3;3;CMTR33;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;HSBC Ctvm SA;Banco Bradesco SA;Não;670000000;2012-02-15;2022-02-15;2021-05-15;Pagamento anual, nos dias 15-Fev. Primeiro em 15-Fev-2013 e último no vencimento.;3 parcelas: 33% em 15-Fev-2020, 33% em 15-Fev-2021 e 34% no vencimento.;Quirografária;IPCA Spread;IPCA + 6,20%
Centrais Eolicas Assurua II Spe S/A;24274124000123;1;uni;CEAD11;Geração, transmissão e distribuição de energia elétrica;Vortx DTVM Ltda;Banco Itau BBA SA;Itau Unibanco SA;Sim;158000000;2018-04-15;2030-06-15;2026-08-15;Pagamento semestral, nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2018 e última no vencimento;Pagamento semestral, nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2018 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 6,6605%
Chapada do Piaui I Holding S/A;20512213000100;1;uni;CHPA11;Administração de empresas e empreendimentos;Planner Trustee DTVM Ltda;Banco Santander Brasil SA;Itau Unibanco SA;Sim;70630000;2015-08-15;2029-03-15;2026-08-15;Pagamento semestral nos dias 15-mar e 15-Set. Primeiro em 15-set-2016.;20 parcelas mensais. primeiro em 15/09/2019.;Quirografária;IPCA Spread;IPCA + 9,223%
Cia Sec de Créditos Fin Cartões Consignados BMG;27137879000174;1;1;CBMG11;Seguradora;Vortx DTVM Ltda;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;501681000;2017-06-15;2022-09-12;-;Pagamento anual, nos dias 10-out. Primeiro no dia 10-out-2017 e última no vencimento;Integral na data do vencimento;Garantia Real;DI Spread;DI + 1,90%
Cielo;1027058000191;5;uni;CIEL15;Serviços de processamento de dados, hospedagem e outros serviços relacionados;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;3000000000;2019-06-18;2022-06-18;-;Pagamento Semestral, nos dias 18-Dez e 18-Jun. Primeiro em 18-Dez-2019;Integral na data do vencimento;Quirografária;DI Percentual;103,80% do DI
Coelba;15139629000194;10;2;CEEBB0;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco Citibank SA;Banco Citibank SA;Não;300000000;2018-04-03;2022-10-03;-;Pagamento semestral, nos dias 03-out e 03-abr. Primeiro em 03-out-2018 e última no vencimento;Integral na data do vencimento;Quirografária;DI Percentual;116% do CDI
Coelba;15139629000194;12;1;CEEBA2;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;BB Banco de Investimento SA;Banco Bradesco SA;Não;309070000;2019-04-24;2024-04-24;-;Pagamento semestral, nos dias 24-Abr e 24-Out. Primeiro em 24-Out-2019 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Percentual;108% do DI
Coelba;15139629000194;12;2;CEEBB2;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;BB Banco de Investimento SA;Banco Bradesco SA;Não;390930000;2019-04-24;2026-04-24;-;Pagamento semestral, nos dias 24-Abr e 24-Out. Primeiro em 24-Out-2019 e último no vencimento.;2 parcelas iguais em 24-Abr-2025 e no vencimento.;Quirografária;DI Percentual;110,25% do DI
Coelce;7047251000170;5;1;CEAR15;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Santander Brasil SA;Itau Unibanco SA;Não;350000000;2017-12-15;2022-12-15;-;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Jun-2018 e último no vencimento.;2 parcelas iguais em 15-Dez-2021 e no vencimento.;Quirografária;DI Spread;DI + 0,80%
Coelce;7047251000170;6;2;CEAR26;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Santander Brasil SA;Banco Bradesco SA;Sim;270000000;2018-06-15;2025-06-15;2024-08-15;Pagamento semestral, nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2018 e última no vencimento;2 parcelas iguais em 15-Jun-2024 e no vencimento;Quirografária;IPCA Spread;IPCA + 6,1965%
Coelce;7047251000170;7;1;COCE17;Geração, transmissão e distribuição de energia elétrica;Oliveira Trust Dtvm SA;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;350000000;2019-03-15;2023-03-15;-;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Set-2019 e último no vencimento.;2 parcelas iguais em 15-Mar-2022 e no vencimento.;Quirografária;DI Spread;DI + 0,50%
Coelce;7047251000170;7;2;COCE27;Geração, transmissão e distribuição de energia elétrica;Oliveira Trust Dtvm SA;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;300000000;2019-03-15;2024-03-15;2024-08-15;Pagamento anual, no dia 15-mar. Primeiro em 15-mar-2020 e última no vencimento;Integral na data do vencimento;Quirografária;IPCA Spread;IPCA  + 4,50%
Comgas;61856571000117;3;3;GASP33;Distribuição de gás natural;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;142465000;2013-09-15;2020-09-15;2020-08-15;Pagamento anual, nos dias 15-Set. Primeiro em 15-Set-2014 e último no vencimento.;Pagamento anual. Primeiro em 15-Set-2019 e último no vencimento.;Quirografária;IPCA Spread;IPCA + 5,57%
Comgas;61856571000117;4;1;GASP14;Distribuição de gás natural;Simplific Pavarini DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;269620000;2015-12-15;2020-12-15;2020-08-15;Pagamento anual, nos dias 15-Dez. Primeiro em 15-Dez-2016 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 7,1432%
Comgas;61856571000117;4;2;GASP24;Distribuição de gás natural;Simplific Pavarini DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;242374000;2015-12-15;2022-12-15;2022-08-15;Pagamento anual, nos dias 15-Dez. Primeiro em 15-Dez-2016 e último no vencimento.;2 parcelas em 15-Dez-2021 e no vencimento.;Quirografária;IPCA Spread;IPCA + 7,4820%
Comgas;61856571000117;4;3;GASP34;Distribuição de gás natural;Simplific Pavarini DTVM Ltda;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;79900000;2015-12-15;2025-12-15;2024-08-15;Pagamento anual, nos dias 15-Dez. Primeiro em 15-Dez-2016 e último no vencimento.;3 parcelas: 33,33% em 15-Dez-2023, 50% em 15-Dez-2024 e saldo no vencimento.;Quirografária;IPCA Spread;IPCA + 7,3570%
Comgas;61856571000117;5;uni;GASP15;Distribuição de gás natural;Simplific Pavarini DTVM Ltda;Banco Itau BBA SA;Banco Bradesco SA;Sim;675000000;2016-12-15;2023-12-15;2023-05-15;Pagamento anual. Primeiro em 15/12/2017;Pagamento integral no vencimento.;Quirografária;IPCA Spread;IPCA + 5,8680%
Comgas;61856571000117;6;uni;GASP16;Distribuição de gás natural;Simplific Pavarini DTVM Ltda;Banco Itau BBA SA;Banco Bradesco SA;Sim;400000000;2017-10-15;2024-10-15;2024-08-15;Pagamentos anuais em 15-Out. Primeiro em 15-Out-2018.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 4,3338%
Companhia Energética Jaguara;28925264000175;1;1;ENJG11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco J Safra SA;Banco Bradesco SA;Não;483000000;2018-06-15;2023-06-15;-;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2018;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-jun-2019;Garantia Real;DI Percentual;107% do DI
Companhia Energética Jaguara;28925264000175;1;2;ENJG21;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco J Safra SA;Banco Bradesco SA;Sim;634000000;2018-06-15;2027-06-15;2024-08-15;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Jun-2020 e última no vencimento;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Jun-2018 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 6,4962%
Companhia Energética Miranda;28942127000149;1;1;ENMI11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco J Safra SA;Banco Bradesco SA;Não;299000000;2018-06-15;2023-06-15;-;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2018;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-jun-2019;Garantia Real;DI Percentual;107% do DI
Companhia Energética Miranda;28942127000149;1;2;ENMI21;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco J Safra SA;Banco Bradesco SA;Sim;386000000;2018-06-15;2027-06-15;2024-08-15;Pagamento semestral, nos dias 15-jun e 15-dez. Primeiro em 15-dez-2018 e última no vencimento;Pagamento semestral, nos dias 15-jun e 15-dez. Primeiro em 15-jun-2020 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 6,4962%
Companhia Energética Sinop S/A;19527586000175;2;1;CSNP12;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Abc Brasil SA;Banco Bradesco SA;Sim;236000000;2018-05-15;2032-06-15;2028-08-15;Pagamento Semestral. nos dias 15-jun e 15-jul. Primeiro em 15-jun-2019;Pagamento anual no dia 15-dez. Primeiro em 15-dez-2019 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 7,9461%
Companhia Paulista de Securitizacao;11274829000107;3;uni;CPSC13;Seguradora;Oliveira Trust Dtvm SA;Banco Fator SA;Itau Unibanco SA;Não;740000000;2015-05-18;2020-06-16;-;Pagamento mensal, nos dias 15-Jul. Primeiro em 15-Jul-2015 e último no vencimento.;Pagamento mensal. Primeiro em 15-Jul-2015 e último no vencimento.;Garantia Real;DI Spread;DI + 2,5%
Complexo Morrinhos Energias Renovaveis S/A;20829557000147;2;Uni;CXER12;Geração, transmissão e distribuição de energia elétrica;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Unibanco SA;Sim;102500000;2017-04-15;2027-12-15;2024-08-15;Pagamento semestral. nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2017 e última no vencimento.;Pagamento semestral. nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2018 e última no vencimento.;Garantia Real;IPCA Spread;IPCA + 7,0602%
Conc da Rodovia Dos Lagos S/A;1612234000152;2;1;RDLA12;Atividades auxiliares ao transporte rodoviário;Planner Trustee DTVM Ltda;Banco Itau BBA SA;Itau Unibanco SA;Sim;150000000;2015-07-15;2020-07-15;2020-08-15;Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jan-2016 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 7,3400%
Conc de Rod do Oeste de SP - Viaoeste S/A;2415408000150;6;uni;VOES16;Atividades auxiliares ao transporte rodoviário;Simplific Pavarini DTVM Ltda;BB Banco de Investimento SA;Banco Bradesco SA;Sim;270000000;2016-11-15;2021-11-15;2021-05-15;Pagamento semestral, nos dias 15-Nov e 15-Mai. Primeiro em 15-Nov-2017 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 6,2959%
Conc de Rodov do Interior Paulista SA;3207703000183;5;5;IVIA25;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Não;191177000;2018-05-15;2023-05-15;-;Pagamento semestral, nos dias 15-Nov e 15-Mai. Primeiro no dia 15-Nov-2018 e última no vencimento;2 Parcelas iguais 50% em 15-Mai-2022 e 50% no vencimento;Quirografária;DI Spread;DI + 0,9%
Conc de Rodov do Interior Paulista SA;3207703000183;5;3;IVIA35;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Não;282813000;2018-05-15;2025-05-15;-;Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-nov-2018;2 Parcelas: 50% em 15-mai-2024 e 15-mai-2025;Quirografária;DI Spread;DI + 1,35%
Conc de Rodov do Interior Paulista SA;3207703000183;5;4;IVIA45;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Não;126010000;2018-05-15;2025-05-15;2024-08-15;Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-nov-2018;2 Parcelas: 50% em 15-mai-2024 e 50% no vencimento;Quirografária;IPCA Spread;IPCA + 6,7621%
Conc do Aerop Inter de Guarulhos S/A;15578569000106;1;1;AGRU11;Atividades auxiliares ao transporte aéreo;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Sim;75000000;2014-02-15;2025-03-15;2023-05-15;Pagamento anual, nos dias 15-Mar. Primeiro em 15-Mar-2015 e último no vencimento.;9 parcelas anuais. Primeira em 15-Mar-2017 e última em 15-Mar-2025.;Garantia Real;IPCA Spread;IPCA + 7,86%
Conc do Aerop Inter de Guarulhos S/A;15578569000106;1;2;AGRU21;Atividades auxiliares ao transporte aéreo;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Sim;75000000;2014-02-15;2025-06-15;2023-05-15;Pagamento anual, nos dias 15-Jun. Primeiro em 15-Jun-2015 e último no vencimento.;9 parcelas anuais. Primeira em 15-Jun-2017 e última em 15-Jun-2025.;Garantia Real;IPCA Spread;IPCA + 7,86%
Conc do Aerop Inter de Guarulhos S/A;15578569000106;1;3;AGRU31;Atividades auxiliares ao transporte aéreo;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Sim;75000000;2014-02-15;2025-09-15;2023-05-15;Pagamento anual, nos dias 15-Set. Primeiro em 15-Set-2015 e último no vencimento.;9 parcelas anuais. Primeira em 15-Set-2017 e última em 15-Set-2025.;Garantia Real;IPCA Spread;IPCA + 7,86%
Conc do Aerop Inter de Guarulhos S/A;15578569000106;1;4;AGRU41;Atividades auxiliares ao transporte aéreo;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Sim;75000000;2014-02-15;2025-12-15;2023-05-15;Pagamento anual, nos dias 15-Dez. Primeiro em 15-Dez-2015 e último no vencimento.;9 parcelas anuais. Primeira em 15-Dez-2017 e última em 15-Dez-2025.;Garantia Real;IPCA Spread;IPCA + 7,86%
Conc do Aerop Inter de Guarulhos S/A;15578569000106;2;uni;AGRU12;Atividades auxiliares ao transporte aéreo;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Sim;300000000;2014-10-15;2026-10-15;2023-05-15;Pagamento anual, nos dias 15-Out. Primeiro em 15-Out-2015 e último no vencimento.;9 parcelas anuais. Primeira em 15-Out-2018 e última em 15-Out-2026.;Garantia Real;IPCA Spread;IPCA + 6,4%
Concess Auto Raposo Tavares S/A;10531501000158;2;1;CART12;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Sim;380000000;2012-12-15;2024-12-15;2023-05-15;Pagamento anual, nos dias 15-Dez. Primeiro em 15-Dez-2013 e último no vencimento.;Pagamento anual. Primeiro em 15-Dez-2015.;Quirografária;IPCA Spread;IPCA + 5,8%
Concess Auto Raposo Tavares S/A;10531501000158;2;2;CART22;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;370000000;2012-12-15;2024-12-15;2023-05-15;Pagamento anual, nos dias 15-Dez. Primeiro em 15-Dez-2013 e último no vencimento.;Pagamento anual. Primeiro em 15-Dez-2015.;Quirografária;IPCA Spread;IPCA + 6,05%
Concess Rodovias Tiete SA;10678505000163;1;uni;RDVT11;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Sim;1065000000;2013-06-15;2028-06-15;2022-08-15;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Dez-2013 e último no vencimento.;Pagamento semestral, nos dias 15-Dez e 15-Jun. Primeiro em 15-Dez-2017 e última em 15-Jun-2028.;Garantia Real;IPCA Spread;IPCA + 8%
Concessionaria Ecovias Dos Imigrantes SA;2509491000126;2;2;ECOV22;Atividades auxiliares ao transporte rodoviário;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Sim;681000000;2013-04-15;2024-04-15;2023-05-15;Pagamento anual, nos dias 15-Abr. Primeiro em 15-Abr-2014 e último no vencimento.;3 parcelas anuais. Primeira em 15-Abr-2022 e última no vencimento.;Quirografária;IPCA Spread;IPCA + 4,28%
Copasa;17281106000103;7;2;CSMG27;Água, esgoto e outros sistemas;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Itau Unibanco SA;Não;120000000;2014-04-15;2021-04-15;2020-08-15;Pagamento anual, nos dias 15-Abr. Primeiro em 15-Abr-2015 e última no vencimento.;5 parcelas anuais. Primeira em 15-abr-2017 e última em 15-abr-2021.;Quirografária;IPCA Spread;IPCA + 7,39%
Copasa;17281106000103;12;1;CSMGA1;Água, esgoto e outros sistemas;Vortx DTVM Ltda;BB Banco de Investimento SA;Itau Unibanco SA;Sim;187385000;2018-01-15;2024-01-15;2022-08-15;Pagamento semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jul-2018;6 Parcelas iguais: Primeiras em 15-jul-2021 e última no vencimento;Quirografária;IPCA Spread;IPCA + 5,0642%
Copasa;17281106000103;12;2;CSMGA2;Água, esgoto e outros sistemas;Vortx DTVM Ltda;BB Banco de Investimento SA;Itau Unibanco SA;Sim;80615000;2018-01-15;2026-01-15;2024-08-15;Pagamento Semestral. nos dias 15-jan e 15-jul. Primeiro em 15-jul-2018;Pagamento anual no dia 15-jul. Primeiro em 15-jul-2022 e última no vencimento;Quirografária;IPCA Spread;IPCA + 5,2737%
Copasa;17281106000103;13;1;CSMGA3;Água, esgoto e outros sistemas;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;92600000;2018-07-15;2021-07-15;-;Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jul-2019 e última no vencimento;Integral na data do vencimento;Quirografária;DI Percentual;106,9% do DI
Copasa;17281106000103;13;2;CSMGB3;Água, esgoto e outros sistemas;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;540000000;2018-07-15;2023-07-15;-;Pagamento semestral, nos dias 15-jan e 15-Jul. Primeiro no dia 15-Jan-2022 e última no vencimento;Pagamento semestral, nos dias 15-jan e 15-Jul. Primeiro no dia 15-Jan-2019 e última no vencimento;Quirografária;DI Percentual;110% DO DI
Copasa;17281106000103;14;1;CSMGA4;Água, esgoto e outros sistemas;Simplific Pavarini DTVM Ltda;BB Banco de Investimento SA;Banco Bradesco SA;Não;56500000;2019-06-15;2024-06-15;-;Pagamento trimestral, nos dias 15-set, 15-dez, 15-mar e 15-jun. Primeiro em 16-set-2019 e última no vencimento;Pagamento trimestral, nos dias 15-set, 15-dez, 15-mar e 15-jun. Primeiro em 15-set-2021 e última no vencimento;Quirografária;DI Percentual;106,15% do DI
Copasa;17281106000103;14;2;CSMGB4;Água, esgoto e outros sistemas;Simplific Pavarini DTVM Ltda;BB Banco de Investimento SA;Banco Bradesco SA;Não;142500000;2019-06-15;2026-06-15;2024-08-15;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2019;Pagamento Semestral. nos dias 15-jun e 15-dez. Primeiro em 15-dez-2022;Quirografária;IPCA Spread;IPCA + 4,30%
Copel;76483817000120;7;uni;CPLE17;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Não;600000000;2018-01-19;2021-01-19;-;Pagamento semestral, nos dias 19-jan e 19-jul. Primeiro em 19-jul-2018 e última no vencimento;2 parcelas iguais em 19-Jan-2020 e no vencimento;Quirografária;DI Percentual;119% do DI
Copel;76483817000120;8;uni;CPLE18;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Não;500000000;2019-06-14;2022-06-14;-;Pagamento Semestral. nos dias 14-dez e 14-jun. Primeiro em 14-jun-2019;Integral na data do vencimento;Quirografária;DI Percentual;106,00% do DI
Copel Distribuição S/A;4368898000106;4;uni;CPLD14;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Não;1000000000;2018-09-27;2023-09-27;-;Pagamento semestral. nos dias 27-mar e 27-set. primeiro em 27-mar-2019;Pagamento anual. no dia 27-set. Primeiro em 27-set-2021;Quirografária;DI Spread;DI + 2,70%
Copel Distribuição S/A;4368898000106;5;2;CPLD25;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Abc Brasil SA;Itau Unibanco SA;Não;350000000;2019-11-15;2022-11-15;-;Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-mai-2020;Pagamento anual. no dia 15-nov. Primeiro em 15-nov-2021 e última no vencimento;Quirografária;DI Spread;DI + 1,45%
Copel Geração e Transmissão S/A;4370282000170;3;uni;CPGT13;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Itau Unibanco SA;Itau Unibanco SA;Não;1000000000;2017-10-20;2022-10-20;-;Pagamento semestral, nos dias 20-Abr e 20-Out. Primeiro em 20-Abr-2018 e último no vencimento.;3 parcelas iguais em 20-Out-2020, 20-Out-2020 e no vencimento.;Quirografária;DI Percentual;126% do DI
Copel Geração e Transmissão S/A;4370282000170;4;uni;CPGT14;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;1000000000;2018-07-23;2023-07-23;-;Pagamento Semestral. nos dias 23-jan e 23-jul. Primeiro em 23-jan-2020;3 parcelas : 33,33% em 23-Jul-2021, 33,33% em  23-Jul-2022 e 33,34% em 23-Jul-2023.;Quirografária;DI Percentual;126% do DI
